time_overall_start	time_search_start	time_end     	assignments	solution	timeout
28503658.0309     	28503658.4884    	28563658.5643	753987     	False   	True   
28563659.0092     	28563659.3776    	28623659.5974	740405     	False   	True   
28623660.0203     	28623660.3848    	28670520.0121	482933     	False   	False  
28670520.1271     	28670520.4949    	28730520.5808	933776     	False   	True   
28730521.0892     	28730521.4591    	28730544.4523	316        	True    	False  
28730545.4508     	28730545.8261    	28733324.2635	30494      	True    	False  
28733325.2698     	28733325.6436    	28735088.0733	23597      	True    	False  
28735089.0908     	28735089.4573    	28735105.1286	228        	True    	False  
28735106.1235     	28735106.4762    	28795106.5515	702353     	False   	True   
28795107.0632     	28795107.4434    	28795238.6845	1493       	True    	False  
28795239.6968     	28795240.0556    	28795302.2444	644        	False   	False  
28795302.3272     	28795302.6724    	28795756.0125	5598       	True    	False  
28795757.0514     	28795757.4339    	28842481.2469	662076     	True    	False  
28842482.265      	28842482.6617    	28856779.5458	173183     	True    	False  
28856780.5711     	28856780.9377    	28916780.9868	740797     	False   	True   
28916781.4693     	28916781.8362    	28916798.749 	219        	True    	False  
28916799.7716     	28916800.1316    	28976800.3135	854380     	False   	True   
28976801.006      	28976801.3743    	28976827.0031	365        	True    	False  
28976827.9922     	28976828.3525    	29034061.7442	697729     	True    	False  
29034062.7617     	29034063.1286    	29034072.6131	94         	False   	False  
29034072.6905     	29034073.0375    	29034102.6705	404        	True    	False  
29034103.6515     	29034104.0099    	29034104.6777	5          	False   	False  
29034104.744      	29034105.0798    	29034109.9397	71         	True    	False  
29034110.9141     	29034111.2692    	29034555.355 	5788       	True    	False  
29034556.367      	29034556.726     	29094556.9155	685185     	False   	True   
29094557.2884     	29094557.6561    	29097834.9482	39666      	True    	False  
29097835.9615     	29097836.3163    	29097903.9349	830        	True    	False  
29097904.9316     	29097905.2927    	29157905.4141	742101     	False   	True   
29157905.9264     	29157906.2996    	29170756.1948	146756     	False   	False  
29170756.3026     	29170756.6716    	29170823.3477	792        	True    	False  
29170824.3408     	29170824.7025    	29174472.1223	38635      	True    	False  
