time_overall_start	time_search_start	time_end     	assignments	solution	timeout
46247325.3521     	46247326.7132    	46247423.4656	347        	True    	False  
46247425.468      	46247426.6162    	46254592.7144	32392      	True    	False  
46254594.733      	46254595.8701    	46314596.1948	278992     	False   	True   
46314596.9478     	46314598.0785    	46315514.6901	4669       	True    	False  
46315516.6976     	46315517.8238    	46315541.8897	62         	True    	False  
46315543.7993     	46315544.9113    	46326186.7667	54908      	True    	False  
46326188.7872     	46326189.9064    	46326359.6263	869        	True    	False  
46326361.6259     	46326362.7467    	46327671.22  	5031       	True    	False  
46327673.2329     	46327674.385     	46327746.7969	411        	True    	False  
46327748.8261     	46327749.943     	46327772.5615	68         	True    	False  
46327774.4775     	46327775.5895    	46329438.0159	4635       	True    	False  
46329440.027      	46329441.1553    	46389441.3821	322001     	False   	True   
46389442.421      	46389443.5511    	46389695.6517	895        	True    	False  
46389697.6529     	46389698.7743    	46389759.6463	163        	True    	False  
46389761.6682     	46389762.7923    	46389910.9198	731        	True    	False  
46389912.9243     	46389914.0454    	46390255.7576	1666       	True    	False  
46390257.7883     	46390258.9103    	46390299.0552	145        	True    	False  
46390301.107      	46390302.2398    	46390334.9731	145        	True    	False  
46390336.9746     	46390338.0978    	46393096.3136	11581      	True    	False  
46393098.3293     	46393099.4464    	46453099.4982	259537     	False   	True   
46453100.21       	46453101.3807    	46453146.1501	180        	True    	False  
46453148.1187     	46453149.3058    	46453717.6655	2581       	True    	False  
46453719.6709     	46453720.8076    	46453797.7042	291        	True    	False  
46453799.6397     	46453800.7843    	46513800.9873	311470     	False   	True   
46513801.8054     	46513802.955     	46513851.8816	178        	True    	False  
46513853.8686     	46513854.9888    	46516148.047 	7830       	True    	False  
46516150.0949     	46516151.2271    	46516488.9752	1395       	True    	False  
46516490.9851     	46516492.1053    	46576492.436 	290741     	False   	True   
46576493.1538     	46576494.277     	46582547.6466	27433      	True    	False  
46582549.708      	46582550.9562    	46582607.576 	181        	True    	False  
46582609.5432     	46582610.6742    	46583570.6344	4434       	True    	False  
46583572.6524     	46583573.7681    	46643573.9003	250894     	False   	True   
46643574.61       	46643575.7313    	46644508.5486	3072       	True    	False  
46644510.5736     	46644511.7633    	46704512.1115	206235     	False   	True   
46704512.8224     	46704513.9419    	46704544.4897	89         	True    	False  
46704546.4005     	46704547.524     	46704923.0679	1345       	True    	False  
46704925.0854     	46704926.204     	46764926.2863	258700     	False   	True   
46764927.0516     	46764928.1829    	46765063.277 	427        	True    	False  
46765065.2831     	46765066.4213    	46774051.5422	47417      	True    	False  
46774053.6187     	46774054.7446    	46834054.8051	247418     	False   	True   
46834055.5096     	46834056.6364    	46834135.7068	316        	True    	False  
46834137.7128     	46834138.8275    	46834193.1507	198        	True    	False  
46834195.0772     	46834196.1883    	46834621.9356	2295       	True    	False  
46834623.972      	46834625.0826    	46835594.4858	4749       	True    	False  
46835596.521      	46835597.6433    	46895597.8195	230979     	False   	True   
46895598.5282     	46895599.6565    	46896667.9956	4700       	True    	False  
46896670.0094     	46896671.1305    	46896941.144 	967        	True    	False  
46896943.1747     	46896944.2895    	46897268.0376	1514       	True    	False  
46897270.0759     	46897271.1972    	46911523.2256	68863      	True    	False  
46911525.2476     	46911526.372     	46911626.8548	397        	True    	False  
46911628.8651     	46911629.9819    	46911809.9152	892        	True    	False  
46911811.9339     	46911813.0547    	46916024.0622	15434      	True    	False  
46916026.095      	46916027.211     	46916091.1413	247        	True    	False  
46916093.1248     	46916094.2326    	46916843.9557	2810       	True    	False  
46916845.9711     	46916847.0942    	46916879.0242	149        	True    	False  
46916880.9594     	46916882.0712    	46917470.8217	3281       	True    	False  
46917472.8322     	46917473.9542    	46977474.1587	319317     	False   	True   
46977475.1657     	46977476.3042    	46977672.1151	834        	True    	False  
46977674.132      	46977675.2455    	46977692.7753	63         	True    	False  
46977694.671      	46977695.7822    	46977721.867 	106        	True    	False  
46977723.929      	46977725.0443    	47000189.9519	117658     	True    	False  
47000191.9808     	47000193.0935    	47005916.5053	27165      	True    	False  
47005918.5125     	47005919.6351    	47065919.6875	309862     	False   	True   
47065920.4505     	47065921.5881    	47125921.7845	263655     	False   	True   
47125922.5026     	47125923.6284    	47126208.7521	1051       	True    	False  
47126210.7846     	47126211.9018    	47126504.0519	1050       	True    	False  
47126506.0016     	47126507.1579    	47127807.6755	7644       	True    	False  
47127809.7339     	47127810.8788    	47127861.3225	175        	True    	False  
47127863.2315     	47127864.3463    	47187864.4634	289525     	False   	True   
47187865.2137     	47187866.3475    	47193329.3078	24469      	True    	False  
47193331.3105     	47193332.4388    	47253332.5969	234782     	False   	True   
47253333.3147     	47253334.4315    	47253630.228 	1040       	True    	False  
47253632.25       	47253633.3708    	47301035.7646	204701     	True    	False  
47301037.7968     	47301038.9139    	47301072.1565	139        	True    	False  
47301074.0869     	47301075.199     	47301127.9204	250        	True    	False  
47301129.9068     	47301131.0267    	47301211.7117	318        	True    	False  
47301213.7153     	47301214.8418    	47301472.7922	1040       	True    	False  
47301474.8099     	47301475.9304    	47301648.4653	834        	True    	False  
47301650.4683     	47301651.6436    	47301805.5544	732        	True    	False  
47301807.6288     	47301808.7725    	47301863.0264	183        	True    	False  
47301865.0387     	47301866.1607    	47311230.0171	32703      	True    	False  
47311232.0384     	47311233.164     	47311301.3739	192        	True    	False  
47311303.3564     	47311304.5106    	47311414.7537	530        	True    	False  
47311416.7753     	47311417.9325    	47315124.1529	19847      	True    	False  
47315126.1887     	47315127.3089    	47321047.7247	24953      	True    	False  
47321049.7446     	47321050.8684    	47337222.3897	79488      	True    	False  
47337224.4183     	47337225.5448    	47337316.1584	309        	True    	False  
47337318.1943     	47337319.3286    	47338126.8436	3316       	True    	False  
47338128.8652     	47338130.0032    	47338225.3858	532        	True    	False  
47338227.3954     	47338228.5132    	47398228.7357	263244     	False   	True   
47398229.4674     	47398230.6047    	47398327.6147	490        	True    	False  
47398329.6484     	47398330.7707    	47458330.833 	284636     	False   	True   
47458331.63       	47458332.7607    	47459295.9552	5005       	True    	False  
47459297.973      	47459299.0998    	47459318.1292	72         	True    	False  
47459320.0822     	47459321.2018    	47459379.9099	230        	True    	False  
47459381.8355     	47459382.9535    	47519383.2011	204269     	False   	True   
47519383.9159     	47519385.0493    	47519939.1525	2292       	True    	False  
47519941.1401     	47519942.2645    	47519977.0218	82         	True    	False  
47519978.9501     	47519980.0604    	47520034.4555	264        	True    	False  
47520036.4748     	47520037.6386    	47520195.9477	579        	True    	False  
