time_overall_start	time_search_start	time_end     	assignments	solution	timeout
2075341.40497     	2075488.56829    	2075540.82853	125        	True    	False  
2075549.47517     	2075694.23217    	2075745.49332	125        	True    	False  
2075754.24689     	2075901.32647    	2075956.03278	125        	True    	False  
2075964.79177     	2076110.41985    	2076170.47282	128        	True    	False  
2076178.99807     	2076327.81951    	2076387.89115	125        	True    	False  
2076396.57454     	2076544.89417    	2076615.2775 	186        	True    	False  
2076623.88107     	2076773.40039    	2076833.87204	134        	True    	False  
2076842.4509      	2076991.90306    	2077037.71996	125        	True    	False  
2077046.37654     	2077190.30313    	2078386.96315	2932       	True    	False  
2078395.51099     	2078542.84177    	2078600.1041 	135        	True    	False  
2078608.66549     	2078758.7824     	2078823.41366	125        	True    	False  
2078832.04283     	2078983.59949    	2079041.26784	125        	True    	False  
2079049.81447     	2079196.87538    	2079904.24151	2071       	True    	False  
2079912.9008      	2080057.62557    	2080119.81257	155        	True    	False  
2080128.40288     	2080278.97069    	2080338.81975	128        	True    	False  
2080347.36247     	2080488.91558    	2080546.06073	125        	True    	False  
2080554.68568     	2080701.34478    	2080764.80436	125        	True    	False  
2080773.48955     	2080919.39414    	2080991.17053	125        	True    	False  
2080999.74127     	2081144.9814     	2081211.40331	125        	True    	False  
2081220.09362     	2081369.04819    	2081426.3337 	131        	True    	False  
2081434.84209     	2081583.47497    	2081627.35304	125        	True    	False  
2081636.07708     	2081784.08527    	2081839.85754	125        	True    	False  
2081848.44033     	2081997.51146    	2082052.8241 	125        	True    	False  
2082061.44332     	2082209.12019    	2082260.11207	125        	True    	False  
2082268.74153     	2082416.58737    	2082484.06048	125        	True    	False  
2082492.61375     	2082635.33251    	2082718.31999	268        	True    	False  
2082726.94855     	2082873.75163    	2082940.91148	125        	True    	False  
2082949.58583     	2083100.58707    	2083164.23641	125        	True    	False  
2083172.80775     	2083316.76505    	2143317.0518 	250501     	False   	True   
2143318.84908     	2143467.67503    	2143525.63494	125        	True    	False  
2143534.22797     	2143682.20363    	2143739.90571	125        	True    	False  
2143748.4662      	2143893.67832    	2143957.45145	125        	True    	False  
2143966.10562     	2144113.87495    	2144180.93571	125        	True    	False  
2144189.59711     	2144337.67909    	2144395.28087	125        	True    	False  
2144403.85251     	2144547.32187    	2144616.33834	157        	True    	False  
2144624.98769     	2144773.04558    	2144841.94428	125        	True    	False  
2144850.46411     	2144995.01449    	2145057.69334	128        	True    	False  
2145066.38787     	2145216.51503    	2145307.04764	203        	True    	False  
2145315.67862     	2145463.82235    	2145537.8677 	125        	True    	False  
2145546.47639     	2145696.92583    	2145762.96491	141        	True    	False  
2145771.61336     	2145920.49473    	2145990.59674	129        	True    	False  
2145999.17711     	2146147.16874    	2146218.24875	125        	True    	False  
2146226.81226     	2146376.06441    	2146431.15476	140        	True    	False  
2146439.86495     	2146585.2602     	2146630.0229 	125        	True    	False  
2146638.58189     	2146787.76748    	2146852.10717	125        	True    	False  
2146860.76254     	2147008.28369    	2147063.05717	125        	True    	False  
2147071.62881     	2147221.82524    	2147287.59233	146        	True    	False  
2147296.14017     	2147441.76795    	2147510.77238	142        	True    	False  
2147519.41721     	2147666.50492    	2147728.72896	125        	True    	False  
2147737.58704     	2147883.74795    	2147940.89522	138        	True    	False  
2147949.52017     	2148099.49853    	2148162.62317	125        	True    	False  
2148171.28396     	2148321.32497    	2148381.47794	128        	True    	False  
2148390.05379     	2148536.09091    	2148600.10861	125        	True    	False  
2148608.82362     	2148754.46315    	2148809.47458	128        	True    	False  
2148818.08568     	2148963.13485    	2149020.17428	128        	True    	False  
2149028.77152     	2149181.47727    	2149237.06702	125        	True    	False  
2149245.75944     	2149389.64084    	2149466.58799	125        	True    	False  
2149475.14065     	2149618.6811     	2149695.49602	125        	True    	False  
2149704.05471     	2149847.38762    	2149900.08009	125        	True    	False  
2149908.74631     	2150054.80812    	2150116.65054	140        	True    	False  
2150125.21856     	2150271.1876     	2210271.8882 	167314     	False   	True   
2210273.63187     	2210423.953      	2210490.02069	125        	True    	False  
2210498.60046     	2210647.31858    	2270647.52913	198519     	False   	True   
2270649.31436     	2270794.86895    	2270854.26138	125        	True    	False  
2270862.92127     	2271009.2135     	2271071.38393	125        	True    	False  
2271080.0646      	2271225.14239    	2271278.68786	125        	True    	False  
2271287.24233     	2271429.54935    	2271498.01914	132        	True    	False  
2271506.6724      	2271652.43783    	2271743.47135	229        	True    	False  
2271752.01046     	2271902.06442    	2271951.84787	125        	True    	False  
2271960.56739     	2272109.19727    	2272169.41078	125        	True    	False  
2272178.03091     	2272324.06742    	2272390.12247	125        	True    	False  
2272398.70796     	2272546.46284    	2272604.1363 	125        	True    	False  
2272612.80282     	2272760.94805    	2272823.18505	136        	True    	False  
2272831.74343     	2272981.46667    	2273039.70519	125        	True    	False  
2273048.28045     	2273193.04076    	2273268.57346	164        	True    	False  
2273277.21709     	2273426.06232    	2333426.29093	155624     	False   	True   
2333428.34424     	2333575.61899    	2333630.53314	125        	True    	False  
2333639.19032     	2333788.32139    	2333854.99209	140        	True    	False  
2333863.60168     	2334013.41408    	2334093.14495	133        	True    	False  
2334101.70514     	2334246.72419    	2334296.19891	125        	True    	False  
2334304.82597     	2334454.44047    	2394455.74317	167970     	False   	True   
2394457.48353     	2394603.85709    	2394682.67441	125        	True    	False  
2394691.26472     	2394840.37862    	2395011.55204	408        	True    	False  
2395020.19838     	2395161.81745    	2395221.23638	125        	True    	False  
2395229.7514      	2395377.60898    	2395435.62401	125        	True    	False  
2395444.3089      	2395594.08666    	2395642.47373	125        	True    	False  
2395651.07971     	2395796.37104    	2395851.28579	125        	True    	False  
2395859.86014     	2396005.89304    	2396059.46924	125        	True    	False  
2396068.18877     	2396218.687      	2396287.55257	174        	True    	False  
2396296.08867     	2396442.65048    	2396504.61157	141        	True    	False  
2396513.19827     	2396661.02995    	2396872.09501	517        	True    	False  
2396880.77598     	2397027.98659    	2397081.50074	125        	True    	False  
2397090.04858     	2397238.94532    	2397313.57411	125        	True    	False  
2397322.21924     	2397470.5961     	2397540.39359	204        	True    	False  
2397548.96945     	2397695.12042    	2397755.24959	125        	True    	False  
2397763.82063     	2397910.19359    	2397980.74409	125        	True    	False  
2397989.39735     	2398135.55645    	2398192.57902	125        	True    	False  
2398201.25126     	2398346.9447     	2398404.83443	125        	True    	False  
2398413.38468     	2398561.03173    	2398626.42955	125        	True    	False  
2398635.08251     	2398783.57805    	2398843.4765 	125        	True    	False  
